year,commune,rate,n,reason,components
2014,Differdange,15.67675449058268,208,published,Differdange
2014,Dippach,,19,source suppressed,Dippach
2014,Dudelange,15.488465613002619,110,published,Dudelange
2014,Echternach,,15,source suppressed,Echternach
2014,Ell,,5,source suppressed,Ell
2014,Erpeldange-sur-Sûre,,16,source suppressed,Erpeldange
2014,Esch-sur-Alzette,16.13934846648088,452,published,Esch-sur-Alzette
2014,Esch-sur-Sûre,,14,source suppressed,Esch-sur-Sûre
2014,Wiltz,,41,component unavailable,Eschweiler | Wiltz
2014,Ettelbruck,14.393638831190414,86,published,Ettelbruck
2014,Feulen,,7,source suppressed,Feulen
2014,Fischbach,,9,source suppressed,Fischbach
2014,Flaxweiler,,3,source suppressed,Flaxweiler
2014,Frisange,14.719672967365872,36,published,Frisange
2014,Garnich,,3,source suppressed,Garnich
2014,Goesdorf,,7,source suppressed,Goesdorf
2014,Grevenmacher,13.68034929787148,54,published,Grevenmacher
2014,Groussbus-Wal,,6,component unavailable,Grosbous | Wahl
2014,Heffingen,,4,source suppressed,Heffingen
2014,Hesperange,17.41208628281223,203,published,Hesperange
2014,Habscht,,15,component unavailable,Hobscheid | Septfontaines
2014,Junglinster,15.211721831310197,40,published,Junglinster
2014,Käerjeng,13.456256763499942,63,published,Kaerjeng
2014,Kayl,15.836979593104088,48,published,Kayl
2014,Kehlen,,18,source suppressed,Kehlen
2014,Kiischpelt,,11,source suppressed,Kiischpelt
2014,Koerich,,6,source suppressed,Koerich
2014,Kopstal,17.922270786225578,47,published,Kopstal
2014,Lac de la Haute-Sûre,,7,source suppressed,Lac de la Haute-Sûre
2014,Larochette,,9,source suppressed,Larochette
2014,Lenningen,,5,source suppressed,Lenningen
2014,Leudelange,17.16807875159362,44,published,Leudelange
2014,Lintgen,,12,source suppressed,Lintgen
2014,Lorentzweiler,,17,source suppressed,Lorentzweiler
2014,Luxembourg,22.311039380966502,2269,published,Luxembourg
2014,Mamer,19.8423141377008,82,published,Mamer
2014,Manternach,,6,source suppressed,Manternach
2014,Mersch,14.395540213102505,108,published,Mersch
2014,Mertert,,20,source suppressed,Mertert
2014,Mertzig,,4,source suppressed,Mertzig
2014,Rosport-Mompach,,2,component unavailable,Mompach | Rosport
2014,Mondercange,,20,source suppressed,Mondercange
2014,Mondorf-les-Bains,15.68204050119044,41,published,Mondorf-les-Bains
2014,Niederanven,22.43399327064573,30,published,Niederanven
2014,Nommern,,9,source suppressed,Nommern
2014,Parc Hosingen,,14,source suppressed,Parc Hosingen
2014,Pétange,16.028919854042766,155,published,Petange
2014,Préizerdaul,,1,source suppressed,Préizerdaul
2014,Putscheid,,9,source suppressed,Putscheid
2014,Rambrouch,,6,source suppressed,Rambrouch
2014,Reckange-sur-Mess,,7,source suppressed,Reckange-sur-Mess
2014,Redange/Attert,,18,source suppressed,Redange-sur-Attert
2014,Reisdorf,,25,source suppressed,Reisdorf
2014,Remich,15.940288409034778,42,published,Remich
2014,Roeser,16.68580780416657,55,published,Roeser
2014,Rumelange,,25,source suppressed,Rumelange
2014,Saeul,,9,source suppressed,Saeul
2014,Sandweiler,,17,source suppressed,Sandweiler
2014,Sanem,15.952551195769054,109,published,Sanem
2014,Schengen,,9,source suppressed,Schengen
2014,Schieren,,13,source suppressed,Schieren
2014,Schifflange,16.155830040989667,70,published,Schifflange
2014,Schuttrange,,20,source suppressed,Schuttrange
2014,Stadtbredimus,,12,source suppressed,Stadtbredimus
2014,Steinfort,,17,source suppressed,Steinfort
2014,Steinsel,,17,source suppressed,Steinsel
2014,Strassen,19.05066348290274,135,published,Strassen
2014,Tandel,,3,source suppressed,Tandel
2014,Troisvierges,,12,source suppressed,Troisvierges
2014,Useldange,,8,source suppressed,Useldange
2014,Vallée de l'Ernz,,7,source suppressed,Vallée de l'Ernz
2014,Vianden,,8,source suppressed,Vianden
2014,Vichten,,6,source suppressed,Vichten
2014,Waldbillig,,5,source suppressed,Waldbillig
2014,Walferdange,17.308099547021936,59,published,Walferdange
2014,Weiler-la-Tour,,1,source suppressed,Weiler-la-Tour
2014,Weiswampach,,16,source suppressed,Weiswampach
2014,Wincrange,,3,source suppressed,Wincrange
2014,Winseler,,10,source suppressed,Winseler
2014,Wormeldange,,15,source suppressed,Wormeldange
2015,Beaufort,,3,source suppressed,Beaufort
2015,Bech,,3,source suppressed,Bech
2015,Beckerich,,9,source suppressed,Beckerich
2015,Berdorf,,12,source suppressed,Berdorf
2015,Bertrange,20.544258211940786,190,published,Bertrange
2015,Bettembourg,16.725865593342416,73,published,Bettembourg
2015,Bettendorf,,11,source suppressed,Bettendorf
2015,Betzdorf,,13,source suppressed,Betzdorf
2015,Bissen,,3,source suppressed,Bissen
2015,Biwer,,8,source suppressed,Biwer
2015,Helperknapp,,27,component unavailable,Boevange-sur-Attert | Tuntange
2015,Boulaide,,6,source suppressed,Boulaide
2015,Bourscheid,,12,source suppressed,Bourscheid
2015,Bous-Waldbredimus,,12,component unavailable,Bous | Waldbredimus
2015,Clervaux,,29,source suppressed,Clervaux
2015,Colmar-Berg,,28,source suppressed,Colmar-Berg
2015,Consdorf,,3,source suppressed,Consdorf
2015,Contern,,21,source suppressed,Contern
2015,Dalheim,,2,source suppressed,Dalheim
2015,Diekirch,14.885020475294114,133,published,Diekirch
2015,Differdange,16.360295147684752,225,published,Differdange
2015,Dippach,,23,source suppressed,Dippach
2015,Dudelange,16.857593344609253,104,published,Dudelange
2015,Echternach,,22,source suppressed,Echternach
2015,Ell,,15,source suppressed,Ell
2015,Erpeldange-sur-Sûre,13.688625449902034,35,published,Erpeldange
2015,Esch-sur-Alzette,16.773862169858745,575,published,Esch-sur-Alzette
2015,Esch-sur-Sûre,,8,source suppressed,Esch-sur-Sûre
2015,Ettelbruck,14.857568730054565,106,published,Ettelbruck
2015,Feulen,,10,source suppressed,Feulen
2015,Fischbach,,12,source suppressed,Fischbach
2015,Flaxweiler,,5,source suppressed,Flaxweiler
2015,Frisange,15.11063570008603,40,published,Frisange
2015,Garnich,,3,source suppressed,Garnich
2015,Goesdorf,,8,source suppressed,Goesdorf
2015,Grevenmacher,14.416886614687296,45,published,Grevenmacher
2015,Groussbus-Wal,,1,component unavailable,Grosbous | Wahl
2015,Heffingen,,1,source suppressed,Heffingen
2015,Hesperange,17.371166726958457,222,published,Hesperange
2015,Habscht,,35,component unavailable,Hobscheid | Septfontaines
2015,Junglinster,,26,source suppressed,Junglinster
2015,Käerjeng,14.108311978444211,72,published,Kaerjeng
2015,Kayl,14.400364880528953,68,published,Kayl
2015,Kehlen,,24,source suppressed,Kehlen
2015,Kiischpelt,,5,source suppressed,Kiischpelt
2015,Koerich,,3,source suppressed,Koerich
2015,Kopstal,18.953116778861887,61,published,Kopstal
2015,Lac de la Haute-Sûre,,5,source suppressed,Lac de la Haute-Sûre
2015,Larochette,,18,source suppressed,Larochette
2015,Lenningen,,4,source suppressed,Lenningen
2015,Leudelange,18.04346226558622,43,published,Leudelange
2015,Lintgen,14.4164094728997,30,published,Lintgen
2015,Lorentzweiler,,25,source suppressed,Lorentzweiler
2015,Luxembourg,22.586649114957126,3076,published,Luxembourg
2015,Mamer,17.799788408760516,117,published,Mamer
2015,Manternach,,6,source suppressed,Manternach
2015,Mersch,15.237754541360413,130,published,Mersch
2015,Mertert,,25,source suppressed,Mertert
2015,Mertzig,,4,source suppressed,Mertzig
2015,Rosport-Mompach,,2,component unavailable,Mompach | Rosport
2015,Mondercange,17.06988257858607,55,published,Mondercange
2015,Mondorf-les-Bains,16.22781054727578,131,published,Mondorf-les-Bains
2015,Niederanven,,28,source suppressed,Niederanven
2015,Nommern,,5,source suppressed,Nommern
2015,Parc Hosingen,,15,source suppressed,Parc Hosingen
2015,Pétange,16.423433213821315,162,published,Petange
2015,Préizerdaul,,0,source suppressed,Préizerdaul
2015,Putscheid,,5,source suppressed,Putscheid
2015,Rambrouch,,8,source suppressed,Rambrouch
2015,Reckange-sur-Mess,,9,source suppressed,Reckange-sur-Mess
2015,Redange/Attert,,10,source suppressed,Redange-sur-Attert
2015,Reisdorf,,3,source suppressed,Reisdorf
2015,Remich,15.050091115221912,47,published,Remich
2015,Roeser,16.832981067412504,51,published,Roeser
2015,Rumelange,,21,source suppressed,Rumelange
2015,Saeul,,8,source suppressed,Saeul
2015,Sandweiler,18.144986352334016,32,published,Sandweiler
2015,Sanem,16.61120863261709,141,published,Sanem
2015,Schengen,16.53304055807721,57,published,Schengen
2015,Schieren,,6,source suppressed,Schieren
2015,Schifflange,16.85853384974119,99,published,Schifflange
2015,Schuttrange,,16,source suppressed,Schuttrange
2015,Stadtbredimus,,13,source suppressed,Stadtbredimus
2015,Steinfort,,28,source suppressed,Steinfort
2015,Steinsel,16.136850056046633,35,published,Steinsel
2015,Strassen,19.847072325405506,156,published,Strassen
2015,Tandel,,2,source suppressed,Tandel
2015,Troisvierges,,8,source suppressed,Troisvierges
2015,Useldange,,9,source suppressed,Useldange
2015,Vallée de l'Ernz,,3,source suppressed,Vallée de l'Ernz
2015,Vianden,,4,source suppressed,Vianden
2015,Vichten,,15,source suppressed,Vichten
2015,Waldbillig,,5,source suppressed,Waldbillig
2015,Walferdange,17.11500339649942,98,published,Walferdange
2015,Weiler-la-Tour,,8,source suppressed,Weiler-la-Tour
2015,Weiswampach,,23,source suppressed,Weiswampach
2015,Wiltz,,19,source suppressed,Wiltz
2015,Wincrange,,3,source suppressed,Wincrange
2015,Winseler,,10,source suppressed,Winseler
2015,Wormeldange,,13,source suppressed,Wormeldange
2016,Beaufort,,12,source suppressed,Beaufort
2016,Bech,,3,source suppressed,Bech
2016,Beckerich,,6,source suppressed,Beckerich
2016,Berdorf,,12,source suppressed,Berdorf
2016,Bertrange,20.497949296161824,139,published,Bertrange
2016,Bettembourg,15.825271214512822,88,published,Bettembourg
2016,Bettendorf,,16,source suppressed,Bettendorf
2016,Betzdorf,,27,source suppressed,Betzdorf
2016,Bissen,,17,source suppressed,Bissen
2016,Biwer,,3,source suppressed,Biwer
2016,Helperknapp,,32,component unavailable,Boevange-sur-Attert | Tuntange
2016,Boulaide,,4,source suppressed,Boulaide
2016,Bourscheid,,14,source suppressed,Bourscheid
2016,Bous-Waldbredimus,,11,component unavailable,Bous | Waldbredimus
2016,Clervaux,12.137133425265771,59,published,Clervaux
2016,Colmar-Berg,,13,source suppressed,Colmar-Berg
2016,Consdorf,,14,source suppressed,Consdorf
2016,Contern,,13,source suppressed,Contern
2016,Dalheim,,8,source suppressed,Dalheim
2016,Diekirch,14.714085468013753,102,published,Diekirch
2016,Differdange,16.79038863844671,265,published,Differdange
2016,Dippach,,27,source suppressed,Dippach
2016,Dudelange,17.702201702105725,153,published,Dudelange
2016,Echternach,,23,source suppressed,Echternach
2016,Ell,,1,source suppressed,Ell
2016,Erpeldange-sur-Sûre,13.366477097099148,30,published,Erpeldange
2016,Esch-sur-Alzette,17.880081326170107,579,published,Esch-sur-Alzette
2016,Esch-sur-Sûre,,15,source suppressed,Esch-sur-Sûre
2016,Ettelbruck,14.744506405691942,74,published,Ettelbruck
2016,Feulen,,7,source suppressed,Feulen
2016,Fischbach,,8,source suppressed,Fischbach
2016,Flaxweiler,,10,source suppressed,Flaxweiler
2016,Frisange,17.209410368676174,59,published,Frisange
2016,Garnich,,1,source suppressed,Garnich
2016,Goesdorf,,11,source suppressed,Goesdorf
2016,Grevenmacher,15.63614693372422,42,published,Grevenmacher
2016,Groussbus-Wal,,9,component unavailable,Grosbous | Wahl
2016,Heffingen,,3,source suppressed,Heffingen
2016,Hesperange,19.113394989144062,314,published,Hesperange
2016,Habscht,,48,component unavailable,Hobscheid | Septfontaines
2016,Junglinster,18.279662797858922,55,published,Junglinster
2016,Käerjeng,15.086814298044663,85,published,Kaerjeng
2016,Kayl,18.61066902171954,88,published,Kayl
2016,Kehlen,14.883762150560559,55,published,Kehlen
2016,Kiischpelt,,7,source suppressed,Kiischpelt
2016,Koerich,,12,source suppressed,Koerich
2016,Kopstal,19.478489750065215,80,published,Kopstal
2016,Lac de la Haute-Sûre,,3,source suppressed,Lac de la Haute-Sûre
2016,Larochette,,12,source suppressed,Larochette
2016,Lenningen,,11,source suppressed,Lenningen
2016,Leudelange,16.910048922926773,30,published,Leudelange
2016,Lintgen,,21,source suppressed,Lintgen
2016,Lorentzweiler,16.818831611778066,38,published,Lorentzweiler
2016,Luxembourg,23.45141626834725,3336,published,Luxembourg
2016,Mamer,18.487121960537554,133,published,Mamer
2016,Manternach,,3,source suppressed,Manternach
2016,Mersch,15.827944680761709,107,published,Mersch
2016,Mertert,,23,source suppressed,Mertert
2016,Mertzig,,4,source suppressed,Mertzig
2016,Rosport-Mompach,,2,component unavailable,Mompach | Rosport
2016,Mondercange,18.818664070287554,39,published,Mondercange
2016,Mondorf-les-Bains,16.165818326282213,89,published,Mondorf-les-Bains
2016,Niederanven,23.24624583916413,36,published,Niederanven
2016,Nommern,,2,source suppressed,Nommern
2016,Parc Hosingen,,21,source suppressed,Parc Hosingen
2016,Pétange,17.67546673694238,315,published,Petange
2016,Préizerdaul,,6,source suppressed,Préizerdaul
2016,Putscheid,,2,source suppressed,Putscheid
2016,Rambrouch,,12,source suppressed,Rambrouch
2016,Reckange-sur-Mess,,7,source suppressed,Reckange-sur-Mess
2016,Redange/Attert,,11,source suppressed,Redange-sur-Attert
2016,Reisdorf,,3,source suppressed,Reisdorf
2016,Remich,14.620045049928803,51,published,Remich
2016,Roeser,16.080401298614976,61,published,Roeser
2016,Rumelange,,17,source suppressed,Rumelange
2016,Saeul,,7,source suppressed,Saeul
2016,Sandweiler,,28,source suppressed,Sandweiler
2016,Sanem,18.409578391551573,102,published,Sanem
2016,Schengen,15.940846666860642,30,published,Schengen
2016,Schieren,,6,source suppressed,Schieren
2016,Schifflange,18.162252649770632,165,published,Schifflange
2016,Schuttrange,,11,source suppressed,Schuttrange
2016,Stadtbredimus,,12,source suppressed,Stadtbredimus
2016,Steinfort,17.009597436169948,34,published,Steinfort
2016,Steinsel,,22,source suppressed,Steinsel
2016,Strassen,21.184942255118784,188,published,Strassen
2016,Tandel,,3,source suppressed,Tandel
2016,Troisvierges,,15,source suppressed,Troisvierges
2016,Useldange,,10,source suppressed,Useldange
2016,Vallée de l'Ernz,,10,source suppressed,Vallée de l'Ernz
2016,Vianden,,9,source suppressed,Vianden
2016,Vichten,,6,source suppressed,Vichten
2016,Waldbillig,,7,source suppressed,Waldbillig
2016,Walferdange,18.425893730621933,100,published,Walferdange
2016,Weiler-la-Tour,,12,source suppressed,Weiler-la-Tour
2016,Weiswampach,15.57024206156496,49,published,Weiswampach
2016,Wiltz,13.123142231530332,47,published,Wiltz
2016,Wincrange,,14,source suppressed,Wincrange
2016,Winseler,,16,source suppressed,Winseler
2016,Wormeldange,,7,source suppressed,Wormeldange
2017,Beaufort,,9,source suppressed,Beaufort
2017,Bech,,3,source suppressed,Bech
2017,Beckerich,,13,source suppressed,Beckerich
2017,Berdorf,,6,source suppressed,Berdorf
2017,Bertrange,21.56324564,213,published,Bertrange
2017,Bettembourg,17.59046101,110,published,Bettembourg
2017,Bettendorf,,15,source suppressed,Bettendorf
2017,Betzdorf,,19,source suppressed,Betzdorf
2017,Bissen,,12,source suppressed,Bissen
2017,Biwer,,11,source suppressed,Biwer
2017,Helperknapp,,41,component unavailable,Boevange-sur-Attert | Tuntange
2017,Boulaide,,3,source suppressed,Boulaide
2017,Bourscheid,,5,source suppressed,Bourscheid
2017,Bous-Waldbredimus,,11,component unavailable,Bous | Waldbredimus
2017,Clervaux,12.01958584,188,published,Clervaux
2017,Colmar-Berg,,21,source suppressed,Colmar-Berg
2017,Consdorf,,7,source suppressed,Consdorf
2017,Contern,19.75684221,55,published,Contern
2017,Dalheim,,15,source suppressed,Dalheim
2017,Diekirch,15.34999256,168,published,Diekirch
2017,Differdange,17.53213837,397,published,Differdange
2017,Dippach,17.74901352,39,published,Dippach
2017,Dudelange,17.56636434,196,published,Dudelange
2017,Echternach,13.65041894,48,published,Echternach
2017,Ell,,12,source suppressed,Ell
2017,Erpeldange-sur-Sûre,,19,source suppressed,Erpeldange
2017,Esch-sur-Alzette,19.24664419,758,published,Esch-sur-Alzette
2017,Esch-sur-Sûre,,15,source suppressed,Esch-sur-Sûre
2017,Ettelbruck,15.8914237,128,published,Ettelbruck
2017,Feulen,,18,source suppressed,Feulen
2017,Fischbach,,12,source suppressed,Fischbach
2017,Flaxweiler,,9,source suppressed,Flaxweiler
2017,Frisange,15.62245771,87,published,Frisange
2017,Garnich,,5,source suppressed,Garnich
2017,Goesdorf,,13,source suppressed,Goesdorf
2017,Grevenmacher,16.62321597,52,published,Grevenmacher
2017,Groussbus-Wal,,6,component unavailable,Grosbous | Wahl
2017,Heffingen,,15,source suppressed,Heffingen
2017,Hesperange,18.29841478,412,published,Hesperange
2017,Habscht,,26,component unavailable,Hobscheid | Septfontaines
2017,Junglinster,18.16264713,45,published,Junglinster
2017,Käerjeng,15.4601088,151,published,Kaerjeng
2017,Kayl,17.48649441,88,published,Kayl
2017,Kehlen,17.11027318,52,published,Kehlen
2017,Kiischpelt,,2,source suppressed,Kiischpelt
2017,Koerich,,10,source suppressed,Koerich
2017,Kopstal,20.98940667,70,published,Kopstal
2017,Lac de la Haute-Sûre,,9,source suppressed,Lac de la Haute-Sûre
2017,Larochette,,11,source suppressed,Larochette
2017,Lenningen,,8,source suppressed,Lenningen
2017,Leudelange,18.76066974,51,published,Leudelange
2017,Lintgen,16.45178661,35,published,Lintgen
2017,Lorentzweiler,,28,source suppressed,Lorentzweiler
2017,Luxembourg,24.72379191,5103,published,Luxembourg
2017,Mamer,19.58261486,263,published,Mamer
2017,Manternach,,10,source suppressed,Manternach
2017,Mersch,15.88926937,122,published,Mersch
2017,Mertert,14.64175561,30,published,Mertert
2017,Mertzig,,18,source suppressed,Mertzig
2017,Rosport-Mompach,,6,component unavailable,Mompach | Rosport
2017,Mondercange,18.77490633,104,published,Mondercange
2017,Mondorf-les-Bains,16.42076145,126,published,Mondorf-les-Bains
2017,Niederanven,20.56288999,49,published,Niederanven
2017,Nommern,,1,source suppressed,Nommern
2017,Parc Hosingen,,20,source suppressed,Parc Hosingen
2017,Pétange,17.30474786,347,published,Petange
2017,Préizerdaul,,5,source suppressed,Préizerdaul
2017,Putscheid,,6,source suppressed,Putscheid
2017,Rambrouch,,13,source suppressed,Rambrouch
2017,Reckange-sur-Mess,,16,source suppressed,Reckange-sur-Mess
2017,Redange/Attert,13.3449437,33,published,Redange-sur-Attert
2017,Reisdorf,,2,source suppressed,Reisdorf
2017,Remich,15.2469232,68,published,Remich
2017,Roeser,17.18293822,107,published,Roeser
2017,Rumelange,,15,source suppressed,Rumelange
2017,Saeul,,8,source suppressed,Saeul
2017,Sandweiler,17.43742216,47,published,Sandweiler
2017,Sanem,16.91916598,151,published,Sanem
2017,Schengen,16.21606876,54,published,Schengen
2017,Schieren,,10,source suppressed,Schieren
2017,Schifflange,17.35737798,152,published,Schifflange
2017,Schuttrange,19.3666853,44,published,Schuttrange
2017,Stadtbredimus,,20,source suppressed,Stadtbredimus
2017,Steinfort,15.23749229,43,published,Steinfort
2017,Steinsel,17.2914744,54,published,Steinsel
2017,Strassen,22.03747854,335,published,Strassen
2017,Tandel,,3,source suppressed,Tandel
2017,Troisvierges,,15,source suppressed,Troisvierges
2017,Useldange,,20,source suppressed,Useldange
2017,Vallée de l'Ernz,,9,source suppressed,Vallée de l'Ernz
2017,Vianden,,7,source suppressed,Vianden
2017,Vichten,,16,source suppressed,Vichten
2017,Waldbillig,,7,source suppressed,Waldbillig
2017,Walferdange,19.99452829,170,published,Walferdange
2017,Weiler-la-Tour,,15,source suppressed,Weiler-la-Tour
2017,Weiswampach,14.42767216,99,published,Weiswampach
2017,Wiltz,14.669487330000003,70,published,Wiltz
2017,Wincrange,,13,source suppressed,Wincrange
2017,Winseler,12.3318994,34,published,Winseler
2017,Wormeldange,,27,source suppressed,Wormeldange
2018,Beaufort,,7,source suppressed,Beaufort
2018,Bech,,1,source suppressed,Bech
2018,Beckerich,,13,source suppressed,Beckerich
2018,Berdorf,,6,source suppressed,Berdorf
2018,Bertrange,21.99362,209,published,Bertrange
2018,Bettembourg,21.19029,133,published,Bettembourg
2018,Bettendorf,,15,source suppressed,Bettendorf
2018,Betzdorf,,21,source suppressed,Betzdorf
2018,Bissen,,25,source suppressed,Bissen
2018,Biwer,,0,source suppressed,Biwer
2018,Boulaide,,4,source suppressed,Boulaide
2018,Bourscheid,,9,source suppressed,Bourscheid
2018,Bous-Waldbredimus,,7,component unavailable,Bous | Waldbredimus
2018,Clervaux,12.648,64,published,Clervaux
2018,Colmar-Berg,,18,source suppressed,Colmar-Berg
2018,Consdorf,,2,source suppressed,Consdorf
2018,Contern,20.43436,52,published,Contern
2018,Dalheim,,3,source suppressed,Dalheim
2018,Diekirch,15.425110000000002,140,published,Diekirch
2018,Differdange,18.6337,239,published,Differdange
2018,Dippach,18.91284,49,published,Dippach
2018,Dudelange,19.49349,138,published,Dudelange
2018,Echternach,15.26393,39,published,Echternach
2018,Ell,,16,source suppressed,Ell
2018,Erpeldange-sur-Sûre,,1,source suppressed,Erpeldange
2018,Esch-sur-Alzette,19.91626,605,published,Esch-sur-Alzette
2018,Esch-sur-Sûre,,18,source suppressed,Esch-sur-Sûre
2018,Ettelbruck,14.39783,139,published,Ettelbruck
2018,Feulen,,10,source suppressed,Feulen
2018,Fischbach,,12,source suppressed,Fischbach
2018,Flaxweiler,,6,source suppressed,Flaxweiler
2018,Frisange,18.76458,47,published,Frisange
2018,Garnich,,2,source suppressed,Garnich
2018,Goesdorf,,2,source suppressed,Goesdorf
2018,Grevenmacher,14.91455,52,published,Grevenmacher
2018,Groussbus-Wal,,5,component unavailable,Grosbous | Wahl
2018,Habscht,16.38032,41,published,Habscht
2018,Heffingen,,7,source suppressed,Heffingen
2018,Helperknapp,,19,source suppressed,Helperknapp
2018,Hesperange,20.2752,427,published,Hesperange
2018,Junglinster,19.72852,74,published,Junglinster
2018,Käerjeng,15.90919,132,published,Kaerjeng
2018,Kayl,20.11086,81,published,Kayl
2018,Kehlen,16.67284,55,published,Kehlen
2018,Kiischpelt,,1,source suppressed,Kiischpelt
2018,Koerich,,14,source suppressed,Koerich
2018,Kopstal,20.78299,78,published,Kopstal
2018,Lac de la Haute-Sûre,,13,source suppressed,Lac de la Haute-Sûre
2018,Larochette,,5,source suppressed,Larochette
2018,Lenningen,,18,source suppressed,Lenningen
2018,Leudelange,20.93694,49,published,Leudelange
2018,Lintgen,,23,source suppressed,Lintgen
2018,Lorentzweiler,21.64509,68,published,Lorentzweiler
2018,Luxembourg,29.03864,7245,published,Luxembourg
2018,Mamer,21.15747,171,published,Mamer
2018,Manternach,,4,source suppressed,Manternach
2018,Mersch,17.30172,115,published,Mersch
2018,Mertert,,29,source suppressed,Mertert
2018,Mertzig,,13,source suppressed,Mertzig
2018,Mondercange,21.01578,55,published,Mondercange
2018,Mondorf-les-Bains,18.81677,145,published,Mondorf-les-Bains
2018,Niederanven,27.62624,58,published,Niederanven
2018,Nommern,,0,source suppressed,Nommern
2018,Parc Hosingen,,21,source suppressed,Parc Hosingen
2018,Pétange,16.91544,236,published,Petange
2018,Préizerdaul,,8,source suppressed,Préizerdaul
2018,Putscheid,,5,source suppressed,Putscheid
2018,Rambrouch,,18,source suppressed,Rambrouch
2018,Reckange-sur-Mess,,10,source suppressed,Reckange-sur-Mess
2018,Redange/Attert,,23,source suppressed,Redange-sur-Attert
2018,Reisdorf,,8,source suppressed,Reisdorf
2018,Remich,13.852610000000002,40,published,Remich
2018,Roeser,21.52495,102,published,Roeser
2018,Rosport-Mompach,,3,source suppressed,Rosport-Mompach
2018,Rumelange,,25,source suppressed,Rumelange
2018,Saeul,,14,source suppressed,Saeul
2018,Sandweiler,20.09457,48,published,Sandweiler
2018,Sanem,19.13667,167,published,Sanem
2018,Schengen,,21,source suppressed,Schengen
2018,Schieren,,10,source suppressed,Schieren
2018,Schifflange,18.75443,123,published,Schifflange
2018,Schuttrange,,25,source suppressed,Schuttrange
2018,Stadtbredimus,,8,source suppressed,Stadtbredimus
2018,Steinfort,20.01636,59,published,Steinfort
2018,Steinsel,18.93048,50,published,Steinsel
2018,Strassen,22.3674,342,published,Strassen
2018,Tandel,,0,source suppressed,Tandel
2018,Troisvierges,,18,source suppressed,Troisvierges
2018,Useldange,,12,source suppressed,Useldange
2018,Vallée de l'Ernz,,2,source suppressed,Vallée de l'Ernz
2018,Vianden,,5,source suppressed,Vianden
2018,Vichten,,6,source suppressed,Vichten
2018,Waldbillig,,19,source suppressed,Waldbillig
2018,Walferdange,20.91845,180,published,Walferdange
2018,Weiler-la-Tour,,18,source suppressed,Weiler-la-Tour
2018,Weiswampach,13.16581,111,published,Weiswampach
2018,Wiltz,13.48065,66,published,Wiltz
2018,Wincrange,,25,source suppressed,Wincrange
2018,Winseler,,19,source suppressed,Winseler
2018,Wormeldange,,21,source suppressed,Wormeldange
2019,Beaufort,,9,source suppressed,Beaufort
2019,Bech,,0,source suppressed,Bech
2019,Beckerich,,10,source suppressed,Beckerich
2019,Berdorf,,14,source suppressed,Berdorf
2019,Bertrange,26.00532,284,published,Bertrange
2019,Bettembourg,23.4001,74,published,Bettembourg
2019,Bettendorf,,17,source suppressed,Bettendorf
2019,Betzdorf,,18,source suppressed,Betzdorf
2019,Bissen,,21,source suppressed,Bissen
2019,Biwer,,2,source suppressed,Biwer
2019,Boulaide,,2,source suppressed,Boulaide
2019,Bourscheid,,7,source suppressed,Bourscheid
2019,Bous-Waldbredimus,,7,component unavailable,Bous | Waldbredimus
2019,Clervaux,12.85617,83,published,Clervaux
2019,Colmar-Berg,,17,source suppressed,Colmar-Berg
2019,Consdorf,,2,source suppressed,Consdorf
2019,Contern,19.90067,51,published,Contern
2019,Dalheim,,9,source suppressed,Dalheim
2019,Diekirch,15.830400000000001,76,published,Diekirch
2019,Differdange,20.39347,282,published,Differdange
2019,Dippach,19.98631,38,published,Dippach
2019,Dudelange,22.94937,209,published,Dudelange
2019,Echternach,16.37362,38,published,Echternach
2019,Ell,,4,source suppressed,Ell
2019,Erpeldange-sur-Sûre,,2,source suppressed,Erpeldange
2019,Esch-sur-Alzette,24.42779,724,published,Esch-sur-Alzette
2019,Esch-sur-Sûre,,20,source suppressed,Esch-sur-Sûre
2019,Ettelbruck,16.41074,84,published,Ettelbruck
2019,Feulen,,9,source suppressed,Feulen
2019,Fischbach,,5,source suppressed,Fischbach
2019,Flaxweiler,,4,source suppressed,Flaxweiler
2019,Frisange,16.82295,76,published,Frisange
2019,Garnich,,2,source suppressed,Garnich
2019,Goesdorf,,5,source suppressed,Goesdorf
2019,Grevenmacher,16.79697,47,published,Grevenmacher
2019,Groussbus-Wal,,4,component unavailable,Grosbous | Wahl
2019,Habscht,16.34859,47,published,Habscht
2019,Heffingen,,3,source suppressed,Heffingen
2019,Helperknapp,,22,source suppressed,Helperknapp
2019,Hesperange,21.532060000000005,446,published,Hesperange
2019,Junglinster,20.13743,134,published,Junglinster
2019,Käerjeng,16.79196,91,published,Kaerjeng
2019,Kayl,20.74775,71,published,Kayl
2019,Kehlen,17.48536,55,published,Kehlen
2019,Kiischpelt,,1,source suppressed,Kiischpelt
2019,Koerich,,11,source suppressed,Koerich
2019,Kopstal,21.6755,64,published,Kopstal
2019,Lac de la Haute-Sûre,,6,source suppressed,Lac de la Haute-Sûre
2019,Larochette,,12,source suppressed,Larochette
2019,Lenningen,,14,source suppressed,Lenningen
2019,Leudelange,29.68407,64,published,Leudelange
2019,Lintgen,,23,source suppressed,Lintgen
2019,Lorentzweiler,23.28866,69,published,Lorentzweiler
2019,Luxembourg,31.94013,7408,published,Luxembourg
2019,Mamer,23.53537,204,published,Mamer
